,GDAY_DS,T_ID,VS_T_ID,year,year_team_hit_avg,make_score_ratio,four_ball,steal,RBI
0,20160401,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
1,20160402,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
2,20160405,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
3,20160407,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020891
4,20160408,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
5,20160409,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
6,20160410,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
7,20160412,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
8,20160413,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
9,20160414,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597667,0.11065985205020891
10,20160415,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
11,20160417,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
12,20160419,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020891
13,20160420,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
14,20160421,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
15,20160422,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
16,20160423,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
17,20160424,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
18,20160426,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
19,20160428,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
20,20160429,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
21,20160430,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020895
22,20160501,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
23,20160504,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
24,20160505,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
25,20160506,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
26,20160507,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
27,20160508,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
28,20160510,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
29,20160511,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
30,20160512,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
31,20160513,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
32,20160514,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
33,20160517,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020891
34,20160518,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
35,20160519,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
36,20160520,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
37,20160521,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
38,20160522,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
39,20160525,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
40,20160526,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
41,20160527,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
42,20160528,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
43,20160529,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
44,20160531,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020891
45,20160601,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
46,20160602,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
47,20160603,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
48,20160604,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020894
49,20160605,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
50,20160607,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
51,20160608,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
52,20160609,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
53,20160610,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
54,20160611,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
55,20160612,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
56,20160614,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
57,20160616,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
58,20160617,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
59,20160618,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
60,20160619,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
61,20160621,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
62,20160622,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
63,20160623,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
64,20160624,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020895
65,20160625,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020891
66,20160626,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
67,20160628,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
68,20160629,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597668,0.11065985205020895
69,20160630,3,1,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
70,20160702,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
71,20160703,3,7,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020891
72,20160705,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
73,20160707,3,8,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
74,20160708,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
75,20160709,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
76,20160710,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
77,20160712,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
78,20160713,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
79,20160714,3,0,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
80,20160719,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
81,20160720,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
82,20160721,3,9,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597668,0.11065985205020894
83,20160722,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
84,20160723,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
85,20160724,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
86,20160726,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020894
87,20160727,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020891
88,20160728,3,4,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
89,20160729,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597668,0.11065985205020891
90,20160730,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020891
91,20160731,3,5,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597669,0.11065985205020894
92,20160802,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
93,20160803,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
94,20160804,3,6,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020894
95,20160805,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629931,0.5758140739597669,0.11065985205020894
96,20160806,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629933,0.5758140739597669,0.11065985205020895
97,20160807,3,2,2016,0.2898435953276579,0.28551136363636365,0.07335270482629934,0.5758140739597668,0.11065985205020891
98,20160809,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
99,20160810,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
100,20160811,3,5,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
101,20160812,3,5,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013762,0.10808912807129335
102,20160813,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129335
103,20160814,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
104,20160816,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159785,0.5827815110013761,0.10808912807129337
105,20160817,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129335
106,20160818,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
107,20160819,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
108,20160820,3,1,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
109,20160821,3,1,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
110,20160823,3,6,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
111,20160824,3,6,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
112,20160825,3,9,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
113,20160826,3,9,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129337
114,20160827,3,2,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
115,20160828,3,2,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
116,20160830,3,4,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
117,20160831,3,4,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
118,20160901,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129337
119,20160902,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
120,20160903,3,2,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129337
121,20160904,3,2,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
122,20160906,3,9,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
123,20160907,3,9,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
124,20160908,3,6,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129337
125,20160909,3,6,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129335
126,20160910,3,4,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
127,20160911,3,4,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
128,20160913,3,5,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129337
129,20160914,3,5,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
130,20160915,3,1,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
131,20160916,3,1,2016,0.2898435953276579,0.28551136363636365,0.07742890591159785,0.5827815110013761,0.10808912807129337
132,20160917,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129335
133,20160918,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129335
134,20160920,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
135,20160921,3,5,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
136,20160924,3,0,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
137,20160927,3,1,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
138,20160930,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159785,0.5827815110013761,0.10808912807129337
139,20161001,3,7,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
140,20161003,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159786,0.5827815110013761,0.10808912807129335
141,20161004,3,8,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
142,20161006,3,4,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129337
143,20161008,3,6,2016,0.2898435953276579,0.28551136363636365,0.07742890591159787,0.5827815110013761,0.10808912807129335
144,20160401,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
145,20160402,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
146,20160405,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
147,20160406,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
148,20160407,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
149,20160408,0,5,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
150,20160409,0,5,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
151,20160410,0,5,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
152,20160412,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
153,20160413,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
154,20160414,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
155,20160415,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
156,20160417,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
157,20160419,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
158,20160420,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
159,20160421,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
160,20160422,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
161,20160423,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
162,20160424,0,6,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
163,20160426,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
164,20160428,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
165,20160429,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
166,20160430,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
167,20160501,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
168,20160503,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
169,20160504,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
170,20160505,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
171,20160506,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
172,20160507,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
173,20160508,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
174,20160511,0,5,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
175,20160512,0,5,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
176,20160513,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
177,20160514,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
178,20160515,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
179,20160517,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
180,20160518,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
181,20160519,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
182,20160520,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
183,20160521,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
184,20160522,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
185,20160524,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
186,20160525,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
187,20160526,0,9,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
188,20160527,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
189,20160528,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
190,20160529,0,4,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
191,20160531,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
192,20160601,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
193,20160602,0,7,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
194,20160603,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
195,20160604,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
196,20160605,0,8,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
197,20160607,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
198,20160608,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
199,20160609,0,1,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
200,20160610,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
