,G_ID,T_ID,VS_T_ID,year,team_tot_error,P_HRA_RT,ER,steal_fail,tot_make_chane,ERR,CG_CK,P_WHIP_RT
0,20160401HHLG0,LG,HH,2016,0.6527777777777778,0.28505894838888884,5.180555555555555,0.5785123966942148,0.2537435338959978,0.6041666666666666,0.0125,1.7191103456597217
1,20160401HHLG0,HH,LG,2016,0.7013888888888888,0.28236679407638887,5.013888888888889,0.59375,0.24477447744774478,0.6944444444444444,0.0125,1.6143619690416662
2,20160401HTNC0,NC,HT,2016,0.6631944444444444,0.2725641462222222,5.027777777777778,0.41414141414141414,0.2509716823986674,0.5972222222222222,0.0125,1.6466869357430554
3,20160401HTNC0,HT,NC,2016,0.6493055555555556,0.25432915849999993,5.458333333333333,0.49504950495049505,0.22434497816593887,0.6388888888888888,0.0125,1.8510978825555553
4,20160401KTSK0,SK,KT,2016,0.6770833333333333,0.3137970751875001,4.277777777777778,0.6741573033707865,0.26351162139456735,0.7291666666666666,0.0125,1.6518153143055554
5,20160401KTSK0,KT,SK,2016,0.75,0.25338444464583326,4.770833333333333,0.4791666666666667,0.24255910987482615,0.7777777777777778,0.0125,1.464597715069444
6,20160401LTWO0,WO,LT,2016,0.5104166666666667,0.27652458686805553,4.965277777777778,0.538961038961039,0.2501385041551247,0.5833333333333334,0.0125,1.7466744771597216
7,20160401LTWO0,LT,WO,2016,0.6180555555555556,0.26606131494444446,5.215277777777778,0.4413793103448276,0.25535331905781583,0.5416666666666666,0.0125,1.8619975510347215
8,20160401OBSS0,SS,OB,2016,0.5208333333333333,0.2427959419513888,5.881944444444445,0.4807692307692308,0.24422083220016316,0.5694444444444444,0.0125,1.9615268412222224
9,20160401OBSS0,OB,SS,2016,0.5173611111111112,0.26866794256250004,5.298611111111111,0.5294117647058824,0.24751143395211192,0.5069444444444444,0.0125,1.7385061459583335
10,20160402HHLG0,LG,HH,2016,0.6527777777777778,0.28505894838888884,5.180555555555555,0.5785123966942148,0.2537435338959978,0.6041666666666666,0.0125,1.7191103456597217
11,20160402HHLG0,HH,LG,2016,0.7013888888888888,0.28236679407638887,5.013888888888889,0.59375,0.24477447744774478,0.6944444444444444,0.0125,1.6143619690416662
12,20160402HTNC0,NC,HT,2016,0.6631944444444444,0.2725641462222222,5.027777777777778,0.41414141414141414,0.2509716823986674,0.5972222222222222,0.0125,1.6466869357430554
13,20160402HTNC0,HT,NC,2016,0.6493055555555556,0.25432915849999993,5.458333333333333,0.49504950495049505,0.22434497816593887,0.6388888888888888,0.0125,1.8510978825555553
14,20160402KTSK0,SK,KT,2016,0.6770833333333333,0.3137970751875001,4.277777777777778,0.6741573033707865,0.26351162139456735,0.7291666666666666,0.0125,1.6518153143055554
15,20160402KTSK0,KT,SK,2016,0.75,0.25338444464583326,4.770833333333333,0.4791666666666667,0.24255910987482615,0.7777777777777778,0.0125,1.464597715069444
16,20160402LTWO0,WO,LT,2016,0.5104166666666667,0.27652458686805553,4.965277777777778,0.538961038961039,0.2501385041551247,0.5833333333333334,0.0125,1.7466744771597216
17,20160402LTWO0,LT,WO,2016,0.6180555555555556,0.26606131494444446,5.215277777777778,0.4413793103448276,0.25535331905781583,0.5416666666666666,0.0125,1.8619975510347215
18,20160402OBSS0,SS,OB,2016,0.5208333333333333,0.2427959419513888,5.881944444444445,0.4807692307692308,0.24422083220016316,0.5694444444444444,0.0125,1.9615268412222224
19,20160402OBSS0,OB,SS,2016,0.5173611111111112,0.26866794256250004,5.298611111111111,0.5294117647058824,0.24751143395211192,0.5069444444444444,0.0125,1.7385061459583335
20,20160403KTSK0,SK,KT,2016,0.6770833333333333,0.3137970751875001,4.277777777777778,0.6741573033707865,0.26351162139456735,0.7291666666666666,0.0125,1.6518153143055554
21,20160403KTSK0,KT,SK,2016,0.75,0.25338444464583326,4.770833333333333,0.4791666666666667,0.24255910987482615,0.7777777777777778,0.0125,1.464597715069444
22,20160403LTWO0,WO,LT,2016,0.5104166666666667,0.27652458686805553,4.965277777777778,0.538961038961039,0.2501385041551247,0.5833333333333334,0.0125,1.7466744771597216
23,20160403LTWO0,LT,WO,2016,0.6180555555555556,0.26606131494444446,5.215277777777778,0.4413793103448276,0.25535331905781583,0.5416666666666666,0.0125,1.8619975510347215
24,20160405LGHT0,HT,LG,2016,0.6493055555555556,0.28236679407638887,5.013888888888889,0.49504950495049505,0.24477447744774478,0.6388888888888888,0.0125,1.6143619690416662
25,20160405LGHT0,LG,HT,2016,0.6527777777777778,0.2725641462222222,5.027777777777778,0.5785123966942148,0.2509716823986674,0.6041666666666666,0.0125,1.6466869357430554
26,20160405NCOB0,OB,NC,2016,0.5173611111111112,0.25432915849999993,5.458333333333333,0.5294117647058824,0.22434497816593887,0.5069444444444444,0.0125,1.8510978825555553
27,20160405NCOB0,NC,OB,2016,0.6631944444444444,0.2427959419513888,5.881944444444445,0.41414141414141414,0.24422083220016316,0.5972222222222222,0.0125,1.9615268412222224
